HIGH ENERGY PHYSICS                                ,PYL744,"",3,3,0,0
INDEPENDENT STUDY (CEU)                            ,CVS810,"",3,0,0,6
RETHINKING THE INDIAN TRADITION                    ,HUL274,HU,4,3,1,0
MACHINE INTELLIGENCE& LEARNING                     ,ELL409,"",4,3,0,2
EXPERIMENTAL METHODS                               ,MCL705,PC,4,3,0,2
MAJOR PROJECT PART II                              ,PYD802,"",12,0,0,24
ELECTROCHEMICAL ENERGY SYSTEMS                     ,MCL443,"",3,3,0,0
RELIABILITY AVAILABILITY AND MAINTAINABILITY(RAM)  ,ITL711,"",3,3,0,0
MINOR PROJECT                                      ,CVD710,"",3,0,0,6
POLITICAL ECOLOGY OF WATER                         ,HUL376,HU,3,3,0,0
MOL. BIOTECH. & IN VITRO DIAG.                     ,CLL779,"",3,3,0,0
MINOR PROJECT                                      ,JVD809,"",6,0,0,12
NATURAL LANGUAGE PROCESSING                        ,COL772,"",4,3,0,2
TRANSPORTATION ECONOMICS                           ,CVL847,"",3,3,0,0
MERGERS & ACQUISITIONS                             ,MSL806,PE,3,3,0,0
PROCESS PLANT DESIGN                               ,CLL402,DE,3,3,0,0
POINT OF CARE MEDICAL DIAG DEV                     ,BML750,PE,3,3,0,0
NON EQUILIBRIUM STATISTICAL ME                     ,PYL746,"",3,3,0,0
INTRODUCTION TO MICROFLUIDICS                      ,MCL826,"",4,3,0,2
ENGINEERING PHYSICS LAB.   IV                      ,PYP222,"",4,0,0,8
MODERN METH. IN PAR. DIFF. EQ.                     ,MTL792,"",3,3,0,0
DOCTORAL THESIS                                    ,DTD899,"",0,0,0,0
MAJOR PROJECT PART II                              ,ELD832,"",12,0,0,24
YARN MANUFACTURE I                                 ,TXL221,DC,3,3,0,0
TELECOMMUNICATION NETWORKS LABORATORY              ,ELP720,"",3,0,1,4
FABRIC MANUFACTURE I                               ,TXL231,DC,3,3,0,0
SEMINAR COURSE ON NUCLEARENERGY AND FUTURISTIC USE ,ESQ307,"",1,0,0,2
ENERGY LABORATORY                                  ,ESP713,PC,3,0,0,6
COMPUTATIONAL MECHANICS                            ,APL300,"",4,3,0,2
PLANT EQUIPMENT DESIGN                             ,MCL743,"DE,PE",3,3,0,0
MEDIA STUDIES                                      ,DSR812,PE,3,2,0,2
RADIATION HEAT TRANSFER                            ,MCL821,"",3,3,0,0
DESIGN PROJECT                                     ,DSD799,PC,4,1,0,6
PLANT CELL TECHNOLOGY                              ,BBL740,"",3,2,0,2
MECHANICAL ENGINEERING LAB   I                     ,MCP301,"",1.5,0,0,3
BASIC BIOMEDICAL LABORATORY                        ,BMP743,PC,2,0,0,4
INDEPENDENT STUDY (CS)                             ,COS310,"",3,0,3,0
Special Topics in Operating Systems ,COL886,"",3,3,0,0
EARTHQUAKE ANALYSIS AND DESIGN                     ,CVL762,"",3,3,0,0
PHYSICAL AND DYNAMICAL OCEANOGRAPHY                ,ASL737,"",3,3,0,0
BTECH PROJECT PART 1                               ,CVD411,"",4,0,0,8
